ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type
KLAC,KLA Corporation,Information Technology,S&P 500,272088367104,208.25,2438438817.5,NMS,EQUITY
KHC,Kraft Heinz,Consumer Staples,S&P 500,29088258048,24.53,405084249.90000004,NMS,EQUITY
KR,Kroger,Consumer Staples,S&P 500,34345009152,56.06,353309741.0,NYQ,EQUITY
LHX,L3Harris,Industrials,S&P 500,54140039168,290.74,551530872.6,NYQ,EQUITY
LH,Labcorp,Health Care,S&P 500,26234228736,323.48,218484861.60000002,NYQ,EQUITY
LRCX,Lam Research,Information Technology,S&P 500,408068259840,326.11,3478103377.3,NMS,EQUITY
LVS,Las Vegas Sands,Consumer Discretionary,S&P 500,29586991104,45.68,249356156.8,NYQ,EQUITY
LDOS,Leidos,Industrials,S&P 500,17657763840,140.38,265705648.79999998,NYQ,EQUITY
LEN,Lennar,Consumer Discretionary,S&P 500,20524265472,85.2,172111668.0,NYQ,EQUITY
LII,Lennox International,Industrials,S&P 500,14546933760,420.91,274227074.1,NYQ,EQUITY
LLY,Lilly (Eli),Health Care,S&P 500,1087705186304,1220.28,3999333469.2,NYQ,EQUITY
LIN,Linde plc,Materials,S&P 500,221007708160,479.43,1194418341.9,NMS,EQUITY
LYV,Live Nation Entertainment,Communication Services,S&P 500,43174383616,185.33,464225703.8,NYQ,EQUITY
LMT,Lockheed Martin,Industrials,S&P 500,140025364480,606.72,664006502.4,NYQ,EQUITY
L,Loews Corporation,Financials,S&P 500,23126906880,113.13,77240638.8,NYQ,EQUITY
LOW,Lowe's,Consumer Discretionary,S&P 500,121159172096,215.97,542229399.9,NYQ,EQUITY
LULU,Lululemon Athletica,Consumer Discretionary,S&P 500,13725262848,120.87,279990520.2,NMS,EQUITY
LITE,Lumentum,Information Technology,S&P 500,82616836096,932.47,5435106538.400001,NMS,EQUITY
LYB,LyondellBasell,Materials,S&P 500,20286783488,62.8,291680252.0,NYQ,EQUITY
MTB,M&T Bank,Financials,S&P 500,36747759616,253.55,233154438.0,NYQ,EQUITY
MPC,Marathon Petroleum,Energy,S&P 500,101666938880,348.25,873870690.0,NYQ,EQUITY
MAR,Marriott International,Consumer Discretionary,S&P 500,92462505984,354.58,794925810.4,NMS,EQUITY
MRSH,Marsh McLennan,Financials,S&P 500,90126123008,188.86,390704125.0,NYQ,EQUITY
MLM,Martin Marietta Materials,Materials,S&P 500,32669812736,543.9,342580854.0,NYQ,EQUITY
MRVL,Marvell Technology,Information Technology,S&P 500,194838953984,217.08,4885795681.2,NMS,EQUITY
MAS,Masco,Industrials,S&P 500,14718068736,74.64,201480230.4,NYQ,EQUITY
MA,Mastercard,Financials,S&P 500,490329014272,559.73,1862059388.3,NYQ,EQUITY
MKC,McCormick & Company,Consumer Staples,S&P 500,14241067008,52.97,134323444.8,NYQ,EQUITY
MCD,McDonald's,Consumer Discretionary,S&P 500,195096772608,275.7,1377212481.0,NYQ,EQUITY
MCK,McKesson Corporation,Health Care,S&P 500,102451445760,878.73,994309356.9,NYQ,EQUITY
MDT,Medtronic,Health Care,S&P 500,116176904192,90.76,599836470.4,NYQ,EQUITY
MRK,Merck & Co.,Health Care,S&P 500,327936442368,132.92,1142646780.0,NYQ,EQUITY
META,Meta Platforms,Communication Services,S&P 500,1474623832064,578.85,11150532262.5,NMS,EQUITY
MET,MetLife,Financials,S&P 500,61425201152,96.66,406937633.4,NYQ,EQUITY
MTD,Mettler Toledo,Health Care,S&P 500,28823193600,1438.53,244765879.5,NYQ,EQUITY
MGM,MGM Resorts,Consumer Discretionary,S&P 500,11065049088,43.98,127290434.39999999,NYQ,EQUITY
MCHP,Microchip Technology,Information Technology,S&P 500,43136614400,79.44,942778032.0,NMS,EQUITY
MU,Micron Technology,Information Technology,S&P 500,1029204672512,911.29,36145005592.4,NMS,EQUITY
MSFT,Microsoft,Information Technology,S&P 500,3656561459200,492.43,23130126502.0,NMS,EQUITY
MAA,Mid-America Apartment Communities,Real Estate,S&P 500,15790494720,132.33,148740243.3,NYQ,EQUITY
MRNA,Moderna,Health Care,S&P 500,25419350016,63.67,371674898.40000004,NMS,EQUITY
TAP,Molson Coors Beverage Company,Consumer Staples,S&P 500,7750889984,41.57,131765260.4,NYQ,EQUITY
MDLZ,Mondelez International,Consumer Staples,S&P 500,79817342976,62.18,521626776.4,NMS,EQUITY
MPWR,Monolithic Power Systems,Information Technology,S&P 500,70029262848,1425.01,1308059429.3,NMS,EQUITY
MNST,Monster Beverage,Consumer Staples,S&P 500,90077200384,45.98,542679409.8,NMS,EQUITY
MCO,Moody's Corporation,Financials,S&P 500,82752806912,477.84,361371278.4,NYQ,EQUITY
MS,Morgan Stanley,Financials,S&P 500,342130065408,217.64,1088065063.2,NYQ,EQUITY
MOS,Mosaic Company (The),Materials,S&P 500,7184441856,22.6,180538518.0,NYQ,EQUITY
MSI,Motorola Solutions,Information Technology,S&P 500,77739048960,469.74,460110330.0,NYQ,EQUITY
MSCI,MSCI,Financials,S&P 500,40930828288,563.01,390447435.0,NYQ,EQUITY
NDAQ,"Nasdaq, Inc.",Financials,S&P 500,53471776768,95.66,297046301.8,NMS,EQUITY
NTAP,NetApp,Information Technology,S&P 500,39585619968,202.05,504900724.5,NMS,EQUITY
NFLX,Netflix,Communication Services,S&P 500,309005942784,74.21,2412270260.0,NMS,EQUITY
NEM,Newmont,Materials,S&P 500,124167094272,117.84,905211528.0,NYQ,EQUITY
NWSA,News Corp (Class A),Communication Services,S&P 500,15496601600,28.67,130220860.2,NMS,EQUITY
NWS,News Corp (Class B),Communication Services,S&P 500,17664071680,32.68,38820572.0,NMS,EQUITY
NEE,NextEra Energy,Utilities,S&P 500,178903220224,85.78,961647841.4,NYQ,EQUITY
NKE,"Nike, Inc.",Consumer Discretionary,S&P 500,60096532480,40.51,917799826.3,NYQ,EQUITY
NI,NiSource,Utilities,S&P 500,20136728576,41.99,311577977.1,NYQ,EQUITY
NDSN,Nordson Corporation,Industrials,S&P 500,17342769152,311.26,92164086.0,NMS,EQUITY
NSC,Norfolk Southern,Industrials,S&P 500,75335892992,335.41,389021934.40000004,NYQ,EQUITY
NTRS,Northern Trust,Financials,S&P 500,35004903424,191.33,213089960.9,NMS,EQUITY
NOC,Northrop Grumman,Industrials,S&P 500,82015830016,577.32,371107069.20000005,NYQ,EQUITY
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,S&P 500,8687834112,18.92,310234834.8,NYQ,EQUITY
NRG,NRG Energy,Utilities,S&P 500,25363996672,120.66,497968646.4,NYQ,EQUITY
NUE,Nucor,Materials,S&P 500,61667078144,271.81,367443630.4,NYQ,EQUITY
NVDA,Nvidia,Information Technology,S&P 500,5427683655680,224.09,27692168249.0,NMS,EQUITY
NVR,"NVR, Inc.",Consumer Discretionary,S&P 500,16772496384,6293.95,226708079.0,NYQ,EQUITY
NXPI,NXP Semiconductors,Information Technology,S&P 500,58857639936,233.41,1100537486.4,NMS,EQUITY
ORLY,O'Reilly Automotive,Consumer Discretionary,S&P 500,74464837632,92.05,520340240.0,NMS,EQUITY
OXY,Occidental Petroleum,Energy,S&P 500,58528768000,58.55,508961098.0,NYQ,EQUITY
ODFL,Old Dominion,Industrials,S&P 500,44073652224,212.55,414330091.5,NMS,EQUITY
OMC,Omnicom Group,Communication Services,S&P 500,24370880512,85.51,253648313.00000003,NYQ,EQUITY
ON,ON Semiconductor,Information Technology,S&P 500,32437450752,83.32,981565424.4,NMS,EQUITY
OKE,Oneok,Energy,S&P 500,58259136512,92.47,385797785.8,NYQ,EQUITY
ORCL,Oracle Corporation,Information Technology,S&P 500,441518587904,153.28,5137769328.0,NYQ,EQUITY
OTIS,Otis Worldwide,Industrials,S&P 500,28158111744,73.97,218270676.0,NYQ,EQUITY
PCAR,Paccar,Industrials,S&P 500,68985389056,131.06,493357021.6,NMS,EQUITY
PKG,Packaging Corporation of America,Materials,S&P 500,22836783104,256.31,131499845.5,NYQ,EQUITY
PLTR,Palantir Technologies,Information Technology,S&P 500,411019083776,171.04,10736514328.0,NMS,EQUITY
PANW,Palo Alto Networks,Information Technology,S&P 500,315413168128,387.01,2354514658.6,NMS,EQUITY
PSKY,Paramount Skydance Corporation,Communication Services,S&P 500,10632144896,9.5,129161240.0,NMS,EQUITY
PH,Parker Hannifin,Industrials,S&P 500,134851919872,1069.52,806033052.8,NYQ,EQUITY
PAYX,Paychex,Industrials,S&P 500,42813546496,120.37,319470405.90000004,NMS,EQUITY
PYPL,PayPal,Financials,S&P 500,51030401024,59.2,542103872.0,NMS,EQUITY
PNR,Pentair,Industrials,S&P 500,10628795392,65.77,202823499.1,NYQ,EQUITY
PEP,PepsiCo,Consumer Staples,S&P 500,189464199168,138.7,968120451.9999999,NMS,EQUITY
PFE,Pfizer,Health Care,S&P 500,149958410240,26.31,1194582134.1,NYQ,EQUITY
PCG,PG&E Corporation,Utilities,S&P 500,38277136384,17.38,475134961.4,NYQ,EQUITY
PM,Philip Morris International,Consumer Staples,S&P 500,290198224896,186.19,887564006.2,NYQ,EQUITY
PSX,Phillips 66,Energy,S&P 500,90011140096,225.58,637004083.0,NYQ,EQUITY
PNW,Pinnacle West Capital,Utilities,S&P 500,12168202240,100.4,123703844.0,NYQ,EQUITY
PNC,PNC Financial Services,Financials,S&P 500,101928542208,255.46,355888989.8,NYQ,EQUITY
PPG,PPG Industries,Materials,S&P 500,25475579904,114.6,203288940.0,NYQ,EQUITY
PPL,PPL Corporation,Utilities,S&P 500,26678341632,35.46,299112546.6,NYQ,EQUITY
PFG,Principal Financial Group,Financials,S&P 500,24358684672,113.77,156170941.29999998,NMS,EQUITY
PG,Procter & Gamble,Consumer Staples,S&P 500,335504539648,144.08,1203547786.4,NYQ,EQUITY
PGR,Progressive Corporation,Financials,S&P 500,120559058944,207.37,420836678.0,NYQ,EQUITY
PLD,Prologis,Real Estate,S&P 500,136802418688,140.73,862096499.6999999,NYQ,EQUITY
PRU,Prudential Financial,Financials,S&P 500,42345299968,122.74,274525193.59999996,NYQ,EQUITY
PEG,Public Service Enterprise Group,Utilities,S&P 500,37807644672,75.87,239242388.4,NYQ,EQUITY
PTC,PTC Inc.,Information Technology,S&P 500,16057842688,147.99,241429406.10000002,NMS,EQUITY
PSA,Public Storage,Real Estate,S&P 500,60427186176,323.58,316318864.8,NYQ,EQUITY
PHM,PulteGroup,Consumer Discretionary,S&P 500,24603217920,129.16,180244071.6,NYQ,EQUITY
PWR,Quanta Services,Industrials,S&P 500,101935833088,678.02,848596271.6,NYQ,EQUITY
QCOM,Qualcomm,Information Technology,S&P 500,171223515136,163.07,1927366728.1999998,NMS,EQUITY
DGX,Quest Diagnostics,Health Care,S&P 500,26243473408,237.77,186502032.6,NYQ,EQUITY
Q,Qnity Electronics,Information Technology,S&P 500,29742913536,142.08,280833907.20000005,NYQ,EQUITY
RL,Ralph Lauren Corporation,Consumer Discretionary,S&P 500,23615420416,396.35,286842458.5,NYQ,EQUITY
RJF,Raymond James Financial,Financials,S&P 500,34852093952,181.18,160735648.8,NYQ,EQUITY
RTX,RTX Corporation,Industrials,S&P 500,300226576384,222.76,985020216.4,NYQ,EQUITY
O,Realty Income,Real Estate,S&P 500,59222781952,62.59,386420645.6,NYQ,EQUITY
REG,Regency Centers,Real Estate,S&P 500,14160253952,75.74,116247266.8,NMS,EQUITY
REGN,Regeneron Pharmaceuticals,Health Care,S&P 500,82157051904,797.99,731014699.3,NMS,EQUITY
RF,Regions Financial Corporation,Financials,S&P 500,26920974336,31.6,242690212.0,NYQ,EQUITY
RSG,Republic Services,Industrials,S&P 500,65609195520,214.26,319804476.0,NYQ,EQUITY
RMD,ResMed|,Health Care,S&P 500,32782743552,226.0,386785440.0,NYQ,EQUITY
RVTY,Revvity,Health Care,S&P 500,13153804288,117.88,195882374.79999998,NYQ,EQUITY
HOOD,Robinhood Markets,Financials,S&P 500,85331902464,94.91,1661773495.3999999,NMS,EQUITY
ROK,Rockwell Automation,Industrials,S&P 500,50126262272,451.39,512837720.7,NYQ,EQUITY
ROL,"Rollins, Inc.",Industrials,S&P 500,17571430400,36.52,214876741.20000002,NYQ,EQUITY
ROP,Roper Technologies,Information Technology,S&P 500,39088590848,395.23,295635992.3,NMS,EQUITY
ROST,Ross Stores,Consumer Discretionary,S&P 500,79633907712,248.25,502299120.0,NMS,EQUITY
RCL,Royal Caribbean Group,Consumer Discretionary,S&P 500,82375237632,308.0,508486440.0,NYQ,EQUITY
SPGI,S&P Global,Financials,S&P 500,120897478656,410.1,843071277.0,NYQ,EQUITY
CRM,Salesforce,Information Technology,S&P 500,158329094144,193.32,2154719588.4,NYQ,EQUITY
SNDK,Sandisk,Information Technology,S&P 500,196266344448,1344.29,21072256580.2,NMS,EQUITY
SBAC,SBA Communications,Real Estate,S&P 500,19422611456,183.08,254887637.60000002,NMS,EQUITY
SLB,Schlumberger,Energy,S&P 500,78080778240,52.61,550047019.8,NYQ,EQUITY
STX,Seagate Technology,Information Technology,S&P 500,199353679872,878.21,4532810658.2,NMS,EQUITY
SRE,Sempra,Utilities,S&P 500,56183115776,85.92,397065532.8,NYQ,EQUITY
NOW,ServiceNow,Information Technology,S&P 500,129170718720,124.94,2449416215.6,NYQ,EQUITY
SHW,Sherwin-Williams,Materials,S&P 500,87441489920,360.2,650096164.0,NYQ,EQUITY
SPG,Simon Property Group,Real Estate,S&P 500,83729752064,220.56,342322353.6,NYQ,EQUITY
SWKS,Skyworks Solutions,Information Technology,S&P 500,10480287744,69.68,367036612.8,NMS,EQUITY
SJM,J.M. Smucker Company (The),Consumer Staples,S&P 500,12696356864,118.79,131031309.5,NYQ,EQUITY
SW,Smurfit Westrock,Materials,S&P 500,25832753152,49.25,222725737.5,NYQ,EQUITY
SNA,Snap-on,Industrials,S&P 500,21127426048,408.44,139747746.0,NYQ,EQUITY
SOLV,Solventum,Health Care,S&P 500,14518381568,85.29,114663023.10000001,NYQ,EQUITY
SO,Southern Company,Utilities,S&P 500,106431578112,92.52,576845546.4,NYQ,EQUITY
LUV,Southwest Airlines,Industrials,S&P 500,22004584448,44.98,216853527.79999998,NYQ,EQUITY
SWK,Stanley Black & Decker,Industrials,S&P 500,15539612672,102.9,249540732.0,NYQ,EQUITY
SBUX,Starbucks,Consumer Discretionary,S&P 500,123678597120,108.49,958121840.6999999,NMS,EQUITY
STT,State Street Corporation,Financials,S&P 500,52223553536,190.11,295398621.3,NYQ,EQUITY
STLD,Steel Dynamics,Materials,S&P 500,37721088000,263.18,273107149.6,NMS,EQUITY
STE,Steris,Health Care,S&P 500,23068526592,236.6,200000346.0,NYQ,EQUITY
SYK,Stryker Corporation,Health Care,S&P 500,133180399616,347.21,839168376.9,NYQ,EQUITY
SMCI,Supermicro,Information Technology,S&P 500,24328894464,37.61,2126560040.1,NMS,EQUITY
SYF,Synchrony Financial,Financials,S&P 500,25837701120,79.41,226173179.7,NYQ,EQUITY
SNPS,Synopsys,Information Technology,S&P 500,78950760448,412.32,621984720.0,NMS,EQUITY
SYY,Sysco,Consumer Staples,S&P 500,40544518144,84.69,393505309.8,NYQ,EQUITY
TMUS,T-Mobile US,Communication Services,S&P 500,190002331648,177.13,860929737.1999999,NMS,EQUITY
TROW,T. Rowe Price,Financials,S&P 500,23767652352,111.42,253576321.20000002,NMS,EQUITY
TTWO,Take-Two Interactive,Communication Services,S&P 500,45436248064,243.0,634541040.0,NMS,EQUITY
TPR,"Tapestry, Inc.",Consumer Discretionary,S&P 500,31062355968,153.74,349721602.40000004,NYQ,EQUITY
TRGP,Targa Resources,Energy,S&P 500,57611186176,268.67,319424449.70000005,NYQ,EQUITY
TGT,Target Corporation,Consumer Staples,S&P 500,69945425920,154.0,568701980.0,NYQ,EQUITY
TEL,TE Connectivity,Information Technology,S&P 500,62105292800,214.2,453557790.0,NYQ,EQUITY
TDY,Teledyne Technologies,Information Technology,S&P 500,31804487680,686.49,258401700.9,NYQ,EQUITY
TER,Teradyne,Information Technology,S&P 500,62964674560,402.74,1394233523.8,NMS,EQUITY
TSLA,"Tesla, Inc.",Consumer Discretionary,S&P 500,1293516406784,327.51,10367397827.1,NMS,EQUITY
TXN,Texas Instruments,Information Technology,S&P 500,252595175424,276.59,1869056924.9999998,NMS,EQUITY
TPL,Texas Pacific Land Corporation,Energy,S&P 500,23642449920,342.77,153989422.5,NYQ,EQUITY
TXT,Textron,Industrials,S&P 500,15456991232,88.89,138999070.8,NYQ,EQUITY
TMO,Thermo Fisher Scientific,Health Care,S&P 500,222961319936,603.01,1111793657.4,NYQ,EQUITY
TJX,TJX Companies,Consumer Discretionary,S&P 500,168588935168,152.61,791705579.7,NYQ,EQUITY
TKO,TKO Group Holdings,Communication Services,S&P 500,36934090752,195.14,258521471.99999997,NYQ,EQUITY
TTD,Trade Desk (The),Communication Services,S&P 500,6338683904,13.49,574458429.8,NGM,EQUITY
TSCO,Tractor Supply,Consumer Discretionary,S&P 500,18981492736,36.43,495809385.6,NMS,EQUITY
TT,Trane Technologies,Industrials,S&P 500,105292095488,478.55,648889872.5,NYQ,EQUITY
TDG,TransDigm Group,Industrials,S&P 500,69104820224,1235.48,679229839.6,NYQ,EQUITY
TRV,Travelers Companies (The),Financials,S&P 500,77206134784,370.16,667642785.6,NYQ,EQUITY
TRMB,Trimble Inc.,Information Technology,S&P 500,13135834112,56.35,144705673.0,NMS,EQUITY
TFC,Truist Financial,Financials,S&P 500,64343052288,52.67,357531860.5,NYQ,EQUITY
TYL,Tyler Technologies,Information Technology,S&P 500,13008079872,317.64,278173230.0,NYQ,EQUITY
TSN,Tyson Foods,Consumer Staples,S&P 500,19634042880,55.81,185994638.4,NYQ,EQUITY
USB,U.S. Bancorp,Financials,S&P 500,101304500224,65.02,423473959.59999996,NYQ,EQUITY
UBER,Uber,Industrials,S&P 500,153927335936,75.36,1800421238.4,NYQ,EQUITY
UDR,"UDR, Inc.",Real Estate,S&P 500,13794297856,37.23,129698150.99999999,NYQ,EQUITY
ULTA,Ulta Beauty,Consumer Discretionary,S&P 500,22865586176,531.89,294087299.9,NMS,EQUITY
UNP,Union Pacific Corporation,Industrials,S&P 500,174497808384,293.73,726364917.0,NYQ,EQUITY
UAL,United Airlines Holdings,Industrials,S&P 500,40610164736,125.12,373314288.0,NMS,EQUITY
UPS,United Parcel Service,Industrials,S&P 500,88404713472,103.91,564741498.1,NYQ,EQUITY
URI,United Rentals,Industrials,S&P 500,70290448384,1129.3,470138883.0,NYQ,EQUITY
UNH,UnitedHealth Group,Health Care,S&P 500,364055461888,405.59,1628391123.3,NYQ,EQUITY
UHS,Universal Health Services,Health Care,S&P 500,10163602432,172.45,140893374.5,NYQ,EQUITY
VLO,Valero Energy,Energy,S&P 500,95076524032,330.21,974667648.5999999,NYQ,EQUITY
VEEV,Veeva Systems,Health Care,S&P 500,39231680512,241.51,457516544.0,NYQ,EQUITY
VTR,Ventas,Real Estate,S&P 500,45657358336,89.01,325862049.6,NYQ,EQUITY
VLTO,Veralto,Industrials,S&P 500,23567501312,96.67,139926924.9,NYQ,EQUITY
VRSN,Verisign,Information Technology,S&P 500,25577777152,282.94,239918973.0,NMS,EQUITY
VRSK,Verisk Analytics,Industrials,S&P 500,23633719296,180.38,294665160.4,NMS,EQUITY
VZ,Verizon,Communication Services,S&P 500,195191341056,46.98,1039259143.8,NYQ,EQUITY
VRTX,Vertex Pharmaceuticals,Health Care,S&P 500,133167407104,525.73,732242001.3000001,NMS,EQUITY
VRT,Vertiv,Industrials,S&P 500,111015182336,288.36,1908106956.0,NYQ,EQUITY
VTRS,Viatris,Health Care,S&P 500,18492313600,16.1,199703273.00000003,NMS,EQUITY
VICI,Vici Properties,Real Estate,S&P 500,28705089536,26.07,302005047.3,NYQ,EQUITY
V,Visa Inc.,Financials,S&P 500,671054168064,359.42,2200520196.4,NYQ,EQUITY
VST,Vistra Corp.,Utilities,S&P 500,49230966784,146.68,799661223.2,NYQ,EQUITY
VMC,Vulcan Materials Company,Materials,S&P 500,36331286528,280.38,325947357.6,NYQ,EQUITY
WRB,W. R. Berkley Corporation,Financials,S&P 500,25885696000,69.73,122455642.2,NYQ,EQUITY
GWW,W. W. Grainger,Industrials,S&P 500,61607456768,1304.88,441427855.20000005,NYQ,EQUITY
WAB,Wabtec,Industrials,S&P 500,49919913984,295.54,269594543.40000004,NYQ,EQUITY
WMT,Walmart,Consumer Staples,S&P 500,923216773120,116.01,2630696124.6,NMS,EQUITY
DIS,Walt Disney Company (The),Communication Services,S&P 500,178228625408,103.22,1326323325.6,NYQ,EQUITY
WBD,Warner Bros. Discovery,Communication Services,S&P 500,69322334208,27.65,635809261.5,NMS,EQUITY
WM,Waste Management,Industrials,S&P 500,90463543296,226.32,481810384.8,NYQ,EQUITY
WAT,Waters Corporation,Health Care,S&P 500,40860045312,416.15,406957246.5,NYQ,EQUITY
WEC,WEC Energy Group,Utilities,S&P 500,35553427456,109.11,283331392.5,NYQ,EQUITY
WFC,Wells Fargo,Financials,S&P 500,268924256256,88.93,1121194757.3000002,NYQ,EQUITY
WELL,Welltower,Real Estate,S&P 500,165926125568,230.27,790963633.8000001,NYQ,EQUITY
WST,West Pharmaceutical Services,Health Care,S&P 500,24792676352,352.29,197190804.60000002,NYQ,EQUITY
WDC,Western Digital,Information Technology,S&P 500,156520169472,454.1,4120230940.0,NMS,EQUITY
WY,Weyerhaeuser,Real Estate,S&P 500,17845424128,24.76,162428323.60000002,NYQ,EQUITY
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,S&P 500,28865581056,245.15,229609941.5,NYQ,EQUITY
WMB,Williams Companies,Energy,S&P 500,90147438592,73.7,484749958.0,NYQ,EQUITY
WTW,Willis Towers Watson,Financials,S&P 500,31603392512,340.29,207767462.4,NMS,EQUITY
WDAY,"Workday, Inc.",Information Technology,S&P 500,43291979776,175.29,689899370.4,NMS,EQUITY
WYNN,Wynn Resorts,Consumer Discretionary,S&P 500,10603220992,102.97,177752992.2,NMS,EQUITY
XEL,Xcel Energy,Utilities,S&P 500,49096253440,78.6,408198882.0,NMS,EQUITY
XYL,Xylem Inc.,Industrials,S&P 500,28469047296,121.93,199034874.10000002,NYQ,EQUITY
YUM,Yum! Brands,Consumer Discretionary,S&P 500,41027948544,150.34,387298391.0,NYQ,EQUITY
ZBRA,Zebra Technologies,Information Technology,S&P 500,18023047168,378.37,393421558.6,NMS,EQUITY
ZBH,Zimmer Biomet,Health Care,S&P 500,18671312896,97.89,295123666.5,NYQ,EQUITY
ZTS,Zoetis,Health Care,S&P 500,30388465664,73.54,619120758.2,NYQ,EQUITY
AA,Alcoa,Materials,S&P 400 (MidCap),13517442048,51.22,282484446.4,NYQ,EQUITY
AAL,American Airlines Group,Industrials,S&P 400 (MidCap),9883210752,14.93,715053388.9,NMS,EQUITY
AAON,AAON,Industrials,S&P 400 (MidCap),7027524096,85.23,117477622.80000001,NMS,EQUITY
ACI,Albertsons,Consumer Staples,S&P 400 (MidCap),5882238976,12.01,101192296.7,NYQ,EQUITY
ACM,AECOM,Industrials,S&P 400 (MidCap),7855629824,61.04,137227686.4,NYQ,EQUITY
ADC,Agree Realty,Real Estate,S&P 400 (MidCap),9274835968,74.36,100922135.6,NYQ,EQUITY
AEIS,Advanced Energy,Information Technology,S&P 400 (MidCap),13509814272,337.32,278093354.4,NMS,EQUITY
AFG,American Financial Group,Financials,S&P 400 (MidCap),12004540416,144.77,56539923.50000001,NYQ,EQUITY
AGCO,AGCO,Industrials,S&P 400 (MidCap),7111721984,101.55,101990727.0,NYQ,EQUITY
AHR,American Healthcare REIT,Real Estate,S&P 400 (MidCap),10135266304,52.59,168376351.20000002,NYQ,EQUITY
AIT,Applied Industrial Technologies,Industrials,S&P 400 (MidCap),13020476416,352.29,79998013.2,NYQ,EQUITY
ALGM,Allegro MicroSystems,Information Technology,S&P 400 (MidCap),7916495360,42.47,103030521.2,NMS,EQUITY
ALK,Alaska Air Group,Industrials,S&P 400 (MidCap),5284926976,47.37,102426729.89999999,NYQ,EQUITY
ALLY,Ally Financial,Financials,S&P 400 (MidCap),13460836352,44.25,116727517.5,NYQ,EQUITY
ALSN,Allison Transmission,Industrials,S&P 400 (MidCap),10206645248,123.6,111519336.0,NYQ,EQUITY
ALV,Autoliv,Consumer Discretionary,S&P 400 (MidCap),8848520192,120.82,65244008.199999996,NYQ,EQUITY
AM,Antero Midstream,Energy,S&P 400 (MidCap),10556748800,22.24,59413047.99999999,NYQ,EQUITY
AMG,Affiliated Managers Group,Financials,S&P 400 (MidCap),9571738624,362.4,89567160.0,NYQ,EQUITY
AMH,American Homes 4 Rent,Real Estate,S&P 400 (MidCap),13868677120,33.83,85503971.8,NYQ,EQUITY
AMKR,Amkor Technology,Information Technology,S&P 400 (MidCap),13779232768,55.59,264258738.9,NMS,EQUITY
AN,AutoNation,Consumer Discretionary,S&P 400 (MidCap),6897145344,208.62,108455279.4,NYQ,EQUITY
ANF,Abercrombie & Fitch,Consumer Discretionary,S&P 400 (MidCap),4986571264,112.23,109456796.7,NYQ,EQUITY
APG,APi Group,Industrials,S&P 400 (MidCap),18820579328,43.55,129859131.99999999,NYQ,EQUITY
APPF,AppFolio,Information Technology,S&P 400 (MidCap),6969001472,196.77,89056134.30000001,NGM,EQUITY
AR,Antero Resources,Energy,S&P 400 (MidCap),11522813952,37.48,174691656.39999998,NYQ,EQUITY
ARMK,Aramark,Consumer Discretionary,S&P 400 (MidCap),15909771264,60.35,176659537.5,NYQ,EQUITY
ARW,Arrow Electronics,Information Technology,S&P 400 (MidCap),10705411072,210.3,146019702.0,NYQ,EQUITY
ARWR,Arrowhead Pharmaceuticals,Health Care,S&P 400 (MidCap),12289775616,87.25,113804537.5,NMS,EQUITY
ASB,Associated Bank,Financials,S&P 400 (MidCap),6063509504,32.13,44539248.6,NYQ,EQUITY
ASH,Ashland Global,Materials,S&P 400 (MidCap),3421680640,74.72,61366788.8,NYQ,EQUITY
ATI,ATI Inc.,Industrials,S&P 400 (MidCap),31377739776,230.43,402591165.90000004,NYQ,EQUITY
ATR,AptarGroup,Materials,S&P 400 (MidCap),8465826816,133.15,72693242.5,NYQ,EQUITY
AVAV,AeroVironment,Industrials,S&P 400 (MidCap),9808343040,193.81,235391935.5,NMS,EQUITY
AVNT,Avient,Materials,S&P 400 (MidCap),4157647360,45.33,48318606.9,NYQ,EQUITY
AVT,Avnet,Information Technology,S&P 400 (MidCap),7981763072,97.31,146290988.5,NMS,EQUITY
AVTR,Avantor,Health Care,S&P 400 (MidCap),9421678592,13.93,133078165.5,NYQ,EQUITY
AXTA,Axalta,Materials,S&P 400 (MidCap),7978665472,37.28,59527212.800000004,NYQ,EQUITY
AYI,Acuity Brands,Industrials,S&P 400 (MidCap),10786675712,360.33,108574635.6,NYQ,EQUITY
BAH,Booz Allen Hamilton,Industrials,S&P 400 (MidCap),9430342656,78.4,155782368.0,NYQ,EQUITY
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,S&P 400 (MidCap),3654315520,18.13,88492892.6,NYQ,EQUITY
BC,Brunswick,Consumer Discretionary,S&P 400 (MidCap),5205177344,80.33,59674747.1,NYQ,EQUITY
BCO,Brink's,Industrials,S&P 400 (MidCap),4693970432,113.96,61448371.599999994,NYQ,EQUITY
BDC,Belden Inc.,Information Technology,S&P 400 (MidCap),5393963008,138.03,73311873.9,NYQ,EQUITY
BHF,Brighthouse Financial,Financials,S&P 400 (MidCap),3440341760,59.82,54187947.0,NMS,EQUITY
BILL,Bill Holdings,Information Technology,S&P 400 (MidCap),4850360832,48.7,105821691.0,NYQ,EQUITY
BIO,Bio-Rad Laboratories,Health Care,S&P 400 (MidCap),9689838592,362.08,99782006.39999999,NYQ,EQUITY
